emoji,hexcode,unicodeVersion,label_en,label_es,label_pt,tags_en,tags_es,tags_pt,group_en,group_es,group_pt,subgroup_en,subgroup_es,subgroup_pt,whatsapp_ios,whatsapp_android,whatsapp_note
👨‍🦼‍➡️,1F468-200D-1F9BC-200D-27A1-FE0F,15.1,man in motorized wheelchair: facing right,hombre en silla de ruedas eléctrica: hacia la derecha,homem em cadeira de rodas motorizada: de frente para a direita,accessibility|facing|man|motorized|right|wheelchair,accesibilidad|derecha|hacia|hombre|hombre en silla de ruedas eléctrica|la|silla de ruedas,a|acessibilidade|cadeira de rodas|de|direita|frente|homem|homem em cadeira de rodas motorizada|para,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
👨🏻‍🦼‍➡️,1F468-1F3FB-200D-1F9BC-200D-27A1-FE0F,15.1,"man in motorized wheelchair: light skin tone, facing right",hombre en silla de ruedas eléctrica: tono de piel claro y hacia la derecha,homem em cadeira de rodas motorizada: pele clara e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
👨🏼‍🦼‍➡️,1F468-1F3FC-200D-1F9BC-200D-27A1-FE0F,15.1,"man in motorized wheelchair: medium-light skin tone, facing right",hombre en silla de ruedas eléctrica: tono de piel claro medio y hacia la derecha,homem em cadeira de rodas motorizada: pele morena clara e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
👨🏽‍🦼‍➡️,1F468-1F3FD-200D-1F9BC-200D-27A1-FE0F,15.1,"man in motorized wheelchair: medium skin tone, facing right",hombre en silla de ruedas eléctrica: tono de piel medio y hacia la derecha,homem em cadeira de rodas motorizada: pele morena e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
👨🏾‍🦼‍➡️,1F468-1F3FE-200D-1F9BC-200D-27A1-FE0F,15.1,"man in motorized wheelchair: medium-dark skin tone, facing right",hombre en silla de ruedas eléctrica: tono de piel oscuro medio y hacia la derecha,homem em cadeira de rodas motorizada: pele morena escura e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
👨🏿‍🦼‍➡️,1F468-1F3FF-200D-1F9BC-200D-27A1-FE0F,15.1,"man in motorized wheelchair: dark skin tone, facing right",hombre en silla de ruedas eléctrica: tono de piel oscuro y hacia la derecha,homem em cadeira de rodas motorizada: pele escura e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
👩‍🦼,1F469-200D-1F9BC,12,woman in motorized wheelchair,mujer en silla de ruedas eléctrica,mulher em cadeira de rodas motorizada,accessibility|motorized|wheelchair|woman,accesibilidad|mujer|silla de ruedas,acessibilidade|cadeira de rodas|mulher,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
👩🏻‍🦼,1F469-1F3FB-200D-1F9BC,12,woman in motorized wheelchair: light skin tone,mujer en silla de ruedas eléctrica: tono de piel claro,mulher em cadeira de rodas motorizada: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
👩🏼‍🦼,1F469-1F3FC-200D-1F9BC,12,woman in motorized wheelchair: medium-light skin tone,mujer en silla de ruedas eléctrica: tono de piel claro medio,mulher em cadeira de rodas motorizada: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
👩🏽‍🦼,1F469-1F3FD-200D-1F9BC,12,woman in motorized wheelchair: medium skin tone,mujer en silla de ruedas eléctrica: tono de piel medio,mulher em cadeira de rodas motorizada: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
👩🏾‍🦼,1F469-1F3FE-200D-1F9BC,12,woman in motorized wheelchair: medium-dark skin tone,mujer en silla de ruedas eléctrica: tono de piel oscuro medio,mulher em cadeira de rodas motorizada: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
👩🏿‍🦼,1F469-1F3FF-200D-1F9BC,12,woman in motorized wheelchair: dark skin tone,mujer en silla de ruedas eléctrica: tono de piel oscuro,mulher em cadeira de rodas motorizada: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
👩‍🦼‍➡️,1F469-200D-1F9BC-200D-27A1-FE0F,15.1,woman in motorized wheelchair: facing right,mujer en silla de ruedas eléctrica: hacia la derecha,mulher em cadeira de rodas motorizada: de frente para a direita,accessibility|facing|motorized|right|wheelchair|woman,accesibilidad|derecha|hacia|la|mujer|mujer en silla de ruedas eléctrica|silla de ruedas,a|acessibilidade|cadeira de rodas|de|direita|frente|mulher|mulher em cadeira de rodas motorizada|para,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
👩🏻‍🦼‍➡️,1F469-1F3FB-200D-1F9BC-200D-27A1-FE0F,15.1,"woman in motorized wheelchair: light skin tone, facing right",mujer en silla de ruedas eléctrica: tono de piel claro y hacia la derecha,mulher em cadeira de rodas motorizada: pele clara e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
👩🏼‍🦼‍➡️,1F469-1F3FC-200D-1F9BC-200D-27A1-FE0F,15.1,"woman in motorized wheelchair: medium-light skin tone, facing right",mujer en silla de ruedas eléctrica: tono de piel claro medio y hacia la derecha,mulher em cadeira de rodas motorizada: pele morena clara e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
👩🏽‍🦼‍➡️,1F469-1F3FD-200D-1F9BC-200D-27A1-FE0F,15.1,"woman in motorized wheelchair: medium skin tone, facing right",mujer en silla de ruedas eléctrica: tono de piel medio y hacia la derecha,mulher em cadeira de rodas motorizada: pele morena e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
👩🏾‍🦼‍➡️,1F469-1F3FE-200D-1F9BC-200D-27A1-FE0F,15.1,"woman in motorized wheelchair: medium-dark skin tone, facing right",mujer en silla de ruedas eléctrica: tono de piel oscuro medio y hacia la derecha,mulher em cadeira de rodas motorizada: pele morena escura e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
👩🏿‍🦼‍➡️,1F469-1F3FF-200D-1F9BC-200D-27A1-FE0F,15.1,"woman in motorized wheelchair: dark skin tone, facing right",mujer en silla de ruedas eléctrica: tono de piel oscuro y hacia la derecha,mulher em cadeira de rodas motorizada: pele escura e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
🧑‍🦽,1F9D1-200D-1F9BD,12.1,person in manual wheelchair,persona en silla de ruedas manual,pessoa em cadeira de rodas manual,accessibility|manual|person|wheelchair,accesibilidad|silla de ruedas,acessibilidade|cadeira de rodas,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧑🏻‍🦽,1F9D1-1F3FB-200D-1F9BD,12.1,person in manual wheelchair: light skin tone,persona en silla de ruedas manual: tono de piel claro,pessoa em cadeira de rodas manual: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧑🏼‍🦽,1F9D1-1F3FC-200D-1F9BD,12.1,person in manual wheelchair: medium-light skin tone,persona en silla de ruedas manual: tono de piel claro medio,pessoa em cadeira de rodas manual: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧑🏽‍🦽,1F9D1-1F3FD-200D-1F9BD,12.1,person in manual wheelchair: medium skin tone,persona en silla de ruedas manual: tono de piel medio,pessoa em cadeira de rodas manual: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧑🏾‍🦽,1F9D1-1F3FE-200D-1F9BD,12.1,person in manual wheelchair: medium-dark skin tone,persona en silla de ruedas manual: tono de piel oscuro medio,pessoa em cadeira de rodas manual: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧑🏿‍🦽,1F9D1-1F3FF-200D-1F9BD,12.1,person in manual wheelchair: dark skin tone,persona en silla de ruedas manual: tono de piel oscuro,pessoa em cadeira de rodas manual: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧑‍🦽‍➡️,1F9D1-200D-1F9BD-200D-27A1-FE0F,15.1,person in manual wheelchair: facing right,persona en silla de ruedas manual: hacia la derecha,pessoa em cadeira de rodas manual: de frente para a direita,accessibility|facing|manual|person|right|wheelchair,accesibilidad|derecha|hacia|la|persona en silla de ruedas manual|silla de ruedas,a|acessibilidade|cadeira de rodas|de|direita|frente|para|pessoa em cadeira de rodas manual,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
🧑🏻‍🦽‍➡️,1F9D1-1F3FB-200D-1F9BD-200D-27A1-FE0F,15.1,"person in manual wheelchair: light skin tone, facing right",persona en silla de ruedas manual: tono de piel claro y hacia la derecha,pessoa em cadeira de rodas manual: pele clara e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
🧑🏼‍🦽‍➡️,1F9D1-1F3FC-200D-1F9BD-200D-27A1-FE0F,15.1,"person in manual wheelchair: medium-light skin tone, facing right",persona en silla de ruedas manual: tono de piel claro medio y hacia la derecha,pessoa em cadeira de rodas manual: pele morena clara e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
🧑🏽‍🦽‍➡️,1F9D1-1F3FD-200D-1F9BD-200D-27A1-FE0F,15.1,"person in manual wheelchair: medium skin tone, facing right",persona en silla de ruedas manual: tono de piel medio y hacia la derecha,pessoa em cadeira de rodas manual: pele morena e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
🧑🏾‍🦽‍➡️,1F9D1-1F3FE-200D-1F9BD-200D-27A1-FE0F,15.1,"person in manual wheelchair: medium-dark skin tone, facing right",persona en silla de ruedas manual: tono de piel oscuro medio y hacia la derecha,pessoa em cadeira de rodas manual: pele morena escura e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
🧑🏿‍🦽‍➡️,1F9D1-1F3FF-200D-1F9BD-200D-27A1-FE0F,15.1,"person in manual wheelchair: dark skin tone, facing right",persona en silla de ruedas manual: tono de piel oscuro y hacia la derecha,pessoa em cadeira de rodas manual: pele escura e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
👨‍🦽,1F468-200D-1F9BD,12,man in manual wheelchair,hombre en silla de ruedas manual,homem em cadeira de rodas manual,accessibility|man|manual|wheelchair,accesibilidad|hombre|silla de ruedas,acessibilidade|cadeira de rodas|homem,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
👨🏻‍🦽,1F468-1F3FB-200D-1F9BD,12,man in manual wheelchair: light skin tone,hombre en silla de ruedas manual: tono de piel claro,homem em cadeira de rodas manual: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
👨🏼‍🦽,1F468-1F3FC-200D-1F9BD,12,man in manual wheelchair: medium-light skin tone,hombre en silla de ruedas manual: tono de piel claro medio,homem em cadeira de rodas manual: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
👨🏽‍🦽,1F468-1F3FD-200D-1F9BD,12,man in manual wheelchair: medium skin tone,hombre en silla de ruedas manual: tono de piel medio,homem em cadeira de rodas manual: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
👨🏾‍🦽,1F468-1F3FE-200D-1F9BD,12,man in manual wheelchair: medium-dark skin tone,hombre en silla de ruedas manual: tono de piel oscuro medio,homem em cadeira de rodas manual: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
👨🏿‍🦽,1F468-1F3FF-200D-1F9BD,12,man in manual wheelchair: dark skin tone,hombre en silla de ruedas manual: tono de piel oscuro,homem em cadeira de rodas manual: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Widely supported in WhatsApp on modern iOS/Android.
👨‍🦽‍➡️,1F468-200D-1F9BD-200D-27A1-FE0F,15.1,man in manual wheelchair: facing right,hombre en silla de ruedas manual: hacia la derecha,homem em cadeira de rodas manual: de frente para a direita,accessibility|facing|man|manual|right|wheelchair,accesibilidad|derecha|hacia|hombre|hombre en silla de ruedas manual|la|silla de ruedas,a|acessibilidade|cadeira de rodas|de|direita|frente|homem|homem em cadeira de rodas manual|para,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
👨🏻‍🦽‍➡️,1F468-1F3FB-200D-1F9BD-200D-27A1-FE0F,15.1,"man in manual wheelchair: light skin tone, facing right",hombre en silla de ruedas manual: tono de piel claro y hacia la derecha,homem em cadeira de rodas manual: pele clara e de frente para a direita,,,,people & body,personas y cuerpo,pessoas e corpo,activities,actividades,atividades,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
